(857,5873)
(859,5811)
(861,6845)
(863,5752)
(865,4980)
(867,5129)
(869,5032)
(871,5883)
(873,5882)
(875,9504)
(877,7383)
(879,7404)
(881,9875)
(883,7727)
(885,7756)
(887,8885)
(889,7424)
(891,9379)
(893,10078)
(895,8579)
(897,8526)
(899,8339)
(901,7616)
(903,7954)
(905,6305)
(907,5486)
(909,5505)
(911,7331)
(913,9424)
(915,9891)
(917,8038)
(919,10092)
(921,8761)
(923,8250)
(925,8322)
(927,6609)
(929,5755)
(931,5772)
(933,8876)
(935,8251)
(937,6766)
(939,5870)
(941,6917)
(943,11159)
(945,9318)
(947,7058)
(949,12081)
(951,9864)
(953,9317)
(955,9747)
(957,8147)
(959,7606)
(961,9525)
(963,9832)
(965,7754)
(967,7604)
(969,7241)
(971,9214)
(973,9251)
(975,10675)
(977,10810)
(979,11633)
(981,9863)
(983,8358)
(985,10457)
(987,11105)
(989,12650)
(991,10041)
(993,11180)
(995,12257)
(997,10413)
(999,9715)
